CustomerKey,Age,Gender,EnglishEducation,EnglishOccupation,HouseOwner,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,StateProvinceName,City,PostalCode,TotalChildren,YearlyIncome,BikeBuyer,IncomeCategory,ManagerialSegment
18056,37,Woman,Graduate Degree,Professional,Tenant,Single,1,0,North America,California,El Cajon,92020,0,60000,Yes,Moderate,Warm
18057,32,Man,Graduate Degree,Professional,Tenant,Married,1,0,North America,California,Lakewood,90712,0,60000,Yes,Moderate,Warm
18058,82,Woman,High School,Skilled Manual,Owner,Single,2,0,North America,California,Berkeley,94704,3,20000,No,Low,Warm
18059,50,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Walla Walla,99362,1,60000,Yes,Moderate,Warm
18060,50,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Redmond,98052,1,60000,Yes,Moderate,Warm
18061,61,Man,High School,Professional,Tenant,Married,2,0,North America,California,Daly City,94015,4,40000,No,Moderate,Cold
18062,55,Man,Bachelors,Management,Tenant,Married,2,0,North America,California,San Gabriel,91776,4,70000,No,Unknown,Warm
18063,60,Woman,Bachelors,Management,Owner,Single,2,0,North America,California,San Carlos,94070,4,70000,No,Unknown,Almost Lost
18064,65,Woman,High School,Professional,Tenant,Married,2,0,North America,California,Lakewood,90712,4,40000,No,Moderate,Almost Lost
18065,65,Woman,Bachelors,Management,Owner,Single,2,0,North America,British Columbia,Haney,V2W 1W2,5,70000,No,Unknown,Warm High Value
18066,64,Man,Bachelors,Management,Owner,Single,3,0,North America,California,Beverly Hills,90210,5,70000,Yes,Unknown,Novice
18067,64,Man,Bachelors,Management,Owner,Married,4,0,North America,Oregon,Portland,97205,5,70000,Yes,Unknown,Warm
18068,63,Man,Bachelors,Management,Tenant,Married,4,0,North America,California,Woodland Hills,91364,5,70000,Yes,Unknown,Warm
18069,64,Man,Bachelors,Management,Owner,Married,4,0,North America,California,El Cajon,92020,5,70000,No,Unknown,Warm
18070,64,Woman,Bachelors,Management,Owner,Married,2,0,North America,California,Santa Monica,90401,4,60000,No,Moderate,Novice
18071,58,Woman,Bachelors,Management,Owner,Married,2,0,North America,California,Grossmont,91941,4,60000,No,Moderate,Almost Lost
18072,64,Woman,Bachelors,Management,Owner,Single,2,0,North America,Oregon,W. Linn,97068,4,60000,No,Moderate,Warm
18073,64,Man,Bachelors,Management,Owner,Married,2,0,North America,California,San Gabriel,91776,4,60000,No,Moderate,Novice
18074,63,Woman,Partial College,Professional,Owner,Single,1,1,North America,Washington,Lynnwood,98036,2,70000,No,Unknown,Cold
18075,63,Woman,Partial College,Professional,Owner,Single,1,1,North America,California,Torrance,90505,2,70000,Yes,Unknown,Novice
18076,47,Man,Partial College,Professional,Owner,Married,1,1,North America,California,Chula Vista,91910,2,70000,No,Unknown,Warm
18077,57,Man,Partial College,Professional,Owner,Married,1,1,North America,British Columbia,Cliffside,V8Y 1L1,2,70000,No,Unknown,Active
18078,63,Man,Partial College,Professional,Owner,Married,1,1,North America,British Columbia,Cliffside,V8Y 1L1,2,70000,No,Unknown,Warm High Value
18079,63,Woman,Bachelors,Management,Owner,Married,3,0,North America,California,La Jolla,92806,5,60000,Yes,Moderate,Warm
18080,63,Woman,Bachelors,Management,Owner,Married,3,0,North America,California,Novato,94947,5,60000,Yes,Moderate,Warm
18081,62,Woman,High School,Professional,Owner,Married,2,1,North America,British Columbia,Port Hammond,V6B 3P7,2,40000,No,Moderate,Win-back
18082,51,Man,Partial College,Professional,Owner,Married,1,1,North America,Washington,Edmonds,98020,2,60000,No,Moderate,Active
18083,62,Man,Partial College,Professional,Owner,Married,1,1,North America,Washington,Issaquah,98027,2,60000,No,Moderate,Cold
18084,62,Woman,Partial College,Professional,Tenant,Single,1,1,North America,Washington,Redmond,98052,2,60000,Yes,Moderate,Warm
18085,62,Woman,Partial College,Professional,Tenant,Single,2,1,North America,California,Colma,94014,2,60000,Yes,Moderate,Warm
18086,62,Woman,Partial College,Professional,Owner,Single,2,1,North America,California,Concord,94519,2,60000,Yes,Moderate,Warm
18087,62,Man,Bachelors,Management,Owner,Single,0,1,North America,California,Grossmont,91941,2,60000,No,Moderate,Warm
18088,62,Man,Bachelors,Management,Tenant,Married,0,1,North America,California,Lincoln Acres,91950,2,60000,Yes,Moderate,Warm
18089,61,Woman,High School,Professional,Owner,Married,2,1,North America,British Columbia,Langford,V9,2,40000,Yes,Moderate,Novice
18090,55,Man,High School,Professional,Owner,Married,2,1,North America,British Columbia,Langley,V3A 4R2,2,40000,No,Moderate,Cold
18091,56,Man,High School,Professional,Owner,Single,2,1,North America,British Columbia,Metchosin,V9,2,40000,Yes,Moderate,Novice
18092,61,Man,Partial High School,Skilled Manual,Owner,Married,2,1,North America,British Columbia,N. Vancouver,V7L 4J4,2,40000,Yes,Moderate,Novice
18093,61,Woman,Partial College,Professional,Owner,Single,2,1,North America,Oregon,Salem,97301,2,60000,No,Moderate,Cold
18094,61,Man,Bachelors,Management,Owner,Single,0,1,North America,California,Bellflower,90706,2,60000,No,Moderate,Almost Lost
18095,61,Man,Bachelors,Management,Owner,Married,0,1,North America,California,Beverly Hills,90210,2,60000,No,Moderate,Almost Lost
18096,61,Woman,Bachelors,Management,Tenant,Married,0,1,North America,California,Beverly Hills,90210,2,60000,Yes,Moderate,Warm
18097,54,Woman,Partial College,Professional,Owner,Single,2,1,North America,Washington,Renton,98055,2,60000,No,Moderate,Almost Lost
18098,60,Man,High School,Professional,Owner,Married,2,1,North America,Oregon,W. Linn,97068,2,60000,Yes,Moderate,Warm
18099,55,Man,Partial College,Professional,Owner,Married,1,1,North America,California,Glendale,91203,2,60000,No,Moderate,Cold
18100,60,Man,Partial College,Professional,Owner,Married,1,2,North America,California,Newport Beach,92625,4,70000,No,Unknown,Cold
18101,60,Woman,Partial College,Professional,Owner,Married,1,2,North America,California,Novato,94947,4,70000,No,Unknown,Novice
18102,60,Man,Bachelors,Management,Owner,Married,1,1,North America,California,Spring Valley,91977,3,80000,No,High,Almost Lost
18103,59,Woman,High School,Professional,Tenant,Single,2,1,North America,British Columbia,Cliffside,V8Y 1L1,2,60000,Yes,Moderate,Novice
18104,59,Woman,Partial College,Professional,Owner,Married,1,1,North America,Washington,Tacoma,98403,2,60000,No,Moderate,Almost Lost
18105,54,Woman,Partial College,Professional,Owner,Married,1,1,North America,Oregon,W. Linn,97068,2,60000,No,Moderate,Almost Lost
18106,59,Man,Partial College,Professional,Owner,Married,1,1,North America,California,Bellflower,90706,2,60000,No,Moderate,Almost Lost
18107,59,Woman,Partial College,Professional,Owner,Married,2,1,North America,California,Burlingame,94010,2,60000,No,Moderate,Active
18108,59,Man,Partial College,Professional,Owner,Married,2,1,North America,California,Colma,94014,2,60000,Yes,Moderate,Warm
18109,59,Man,Partial College,Professional,Owner,Single,2,1,North America,California,La Jolla,92806,2,60000,No,Moderate,Almost Lost
18110,53,Man,Partial College,Professional,Owner,Married,2,1,North America,California,Long Beach,90802,2,60000,No,Moderate,Almost Lost
18111,53,Man,Partial College,Professional,Tenant,Married,1,2,North America,California,Mill Valley,94941,4,70000,No,Unknown,Almost Lost
18112,59,Woman,Partial College,Professional,Owner,Married,1,2,North America,California,San Francisco,94109,4,70000,No,Unknown,Cold
18113,59,Woman,Partial College,Professional,Owner,Married,2,2,North America,California,Torrance,90505,4,70000,Yes,Unknown,Active High Value
18114,53,Woman,Partial High School,Skilled Manual,Owner,Single,2,1,North America,California,West Covina,91791,2,70000,No,Unknown,Novice
18115,57,Man,Partial High School,Skilled Manual,Owner,Married,2,1,North America,Washington,Seattle,98104,2,70000,No,Unknown,Novice
18116,58,Man,Partial High School,Skilled Manual,Owner,Married,3,1,North America,British Columbia,N. Vancouver,V7L 4J4,2,70000,Yes,Unknown,Warm
18117,47,Man,High School,Professional,Owner,Single,2,1,North America,Washington,Redmond,98052,2,60000,No,Moderate,Novice
18118,58,Woman,High School,Professional,Tenant,Married,2,1,North America,British Columbia,Newton,V2M1S6,2,60000,Yes,Moderate,Novice
18119,53,Man,High School,Professional,Owner,Married,2,1,North America,California,Colma,94014,2,60000,No,Moderate,Warm
18120,58,Woman,High School,Professional,Owner,Married,2,1,North America,California,Berkeley,94704,2,60000,Yes,Moderate,Warm
18121,41,Woman,High School,Professional,Owner,Married,2,1,North America,Washington,Spokane,99202,2,60000,Yes,Moderate,Warm
18122,57,Man,Partial College,Professional,Owner,Single,1,3,North America,British Columbia,Langley,V3A 4R2,4,70000,Yes,Unknown,Warm
18123,52,Woman,Partial College,Professional,Owner,Married,1,3,North America,California,Downey,90241,4,70000,No,Unknown,Almost Lost
18124,41,Man,Bachelors,Management,Owner,Married,4,3,Europe,Saarland,Neunkirchen,66578,2,130000,No,High,Warm
18125,41,Woman,Bachelors,Management,Owner,Married,4,3,Europe,Saarland,Sulzbach Taunus,66272,2,130000,Yes,High,Warm High Value
18126,51,Man,Partial College,Professional,Owner,Married,2,4,Europe,England,Leeds,LE18,2,130000,Yes,High,Best
18127,52,Man,Partial College,Professional,Owner,Married,2,4,Europe,England,London,W1N 9FA,2,130000,Yes,High,Best
18128,52,Man,High School,Professional,Tenant,Married,1,1,Europe,Seine Saint Denis,Bobigny,93000,2,90000,No,High,Almost Lost
18129,53,Woman,Partial College,Professional,Owner,Married,4,3,Europe,Yveline,Chatou,78400,2,100000,No,High,Cold
18130,53,Woman,Partial College,Professional,Tenant,Single,2,4,Europe,Saarland,Neunkirchen,66578,3,130000,Yes,High,Warm High Value
18131,54,Woman,Partial College,Professional,Owner,Single,4,4,Europe,Seine et Marne,Roissy en Brie,77680,2,110000,Yes,High,Warm High Value
18132,54,Woman,Partial College,Professional,Owner,Married,4,4,Europe,Hauts de Seine,Sèvres,92310,2,110000,Yes,High,Warm High Value
18133,38,Woman,High School,Professional,Owner,Single,4,4,Europe,Hessen,Frankfurt,60323,3,120000,Yes,High,Warm High Value
18134,49,Woman,High School,Professional,Owner,Married,4,4,Europe,Bayern,Hof,95010,3,120000,Yes,High,Warm High Value
18135,48,Man,Partial High School,Professional,Owner,Married,4,4,Europe,England,Gateshead,GA10,3,120000,Yes,High,Best
18136,48,Man,Partial College,Professional,Tenant,Married,3,4,Europe,England,London,W1N 9FA,3,130000,Yes,High,Best
18137,55,Man,High School,Professional,Owner,Married,2,1,Europe,Yveline,Saint Germain en Laye,78100,2,90000,Yes,High,Warm High Value
18138,55,Man,High School,Professional,Owner,Married,4,3,Europe,Seine (Paris),Paris,75016,2,100000,No,High,Novice
18139,44,Woman,Partial High School,Professional,Owner,Married,4,4,Europe,Hamburg,Hamburg,20354,3,120000,Yes,High,Warm High Value
18140,55,Man,Partial College,Professional,Tenant,Married,3,4,Europe,Saarland,Neunkirchen,66578,3,130000,Yes,High,Warm High Value
18141,49,Woman,Partial College,Professional,Owner,Married,3,4,Europe,England,Berkshire,RG11 5TP,3,130000,Yes,High,Best
18142,56,Woman,Partial College,Professional,Owner,Single,2,1,Europe,Nord,Roubaix,59100,3,80000,No,High,Warm
18143,66,Man,High School,Professional,Owner,Single,2,1,Europe,Seine (Paris),Paris,75010,5,70000,Yes,Unknown,Warm High Value
18144,60,Woman,Bachelors,Management,Owner,Married,2,0,Europe,Seine (Paris),Paris,75016,5,80000,No,High,Novice
18145,55,Man,Bachelors,Management,Tenant,Married,2,0,Europe,Nordrhein-Westfalen,Bonn,53131,5,80000,No,High,Almost Lost
18146,66,Man,Partial College,Professional,Tenant,Single,2,0,Europe,Hamburg,Hamburg,20354,5,90000,No,High,Warm
18147,66,Woman,Bachelors,Management,Owner,Married,3,4,Europe,England,York,Y024 1GF,3,170000,Yes,High,Best
18148,65,Woman,Partial High School,Skilled Manual,Owner,Married,3,1,Europe,Hauts de Seine,Colombes,92700,3,60000,Yes,Moderate,Win-back
18149,54,Woman,Bachelors,Management,Tenant,Married,4,3,Europe,England,Berkshire,RG11 5TP,2,100000,No,High,Warm High Value
18150,64,Man,Partial College,Professional,Owner,Single,2,0,Europe,Hauts de Seine,Colombes,92700,5,80000,No,High,Almost Lost
18151,58,Man,Partial College,Professional,Tenant,Single,2,0,Europe,Yveline,Saint Germain en Laye,78100,5,80000,No,High,Almost Lost
18152,64,Man,Partial College,Professional,Tenant,Single,2,0,Europe,Seine Saint Denis,Pantin,93500,5,90000,No,High,Almost Lost
18153,64,Woman,Bachelors,Management,Owner,Married,4,3,Europe,Hessen,Berlin,13441,2,100000,No,High,Active
18154,64,Man,Bachelors,Management,Owner,Single,4,3,Europe,Nordrhein-Westfalen,Berlin,14197,2,100000,No,High,Cold
18155,56,Woman,Partial College,Professional,Owner,Married,1,2,Europe,England,Billericay,CM11,4,80000,No,High,Active
18156,46,Woman,Partial College,Professional,Owner,Married,2,2,Europe,England,High Wycombe,HP10 9QY,4,80000,No,High,Active
18157,57,Woman,Partial College,Professional,Owner,Single,1,2,Europe,Hessen,Frankfurt,60323,3,90000,Yes,High,Warm High Value
18158,57,Man,Partial College,Professional,Owner,Married,1,2,Europe,England,Oxford,OX1,4,90000,Yes,High,Best
18159,50,Woman,High School,Professional,Owner,Married,3,4,Europe,Loir et Cher,Saint Ouen,41100,3,100000,No,High,Active
18160,50,Man,High School,Professional,Owner,Married,4,4,Europe,England,Gateshead,GA10,3,130000,Yes,High,Best
18161,57,Woman,Partial College,Professional,Owner,Married,2,2,Europe,Val d'Oise,Cergy,95000,4,90000,No,High,Cold
18162,57,Woman,Partial College,Professional,Owner,Married,2,2,Europe,Hauts de Seine,Colombes,92700,4,90000,No,High,Warm
18163,57,Man,Bachelors,Management,Owner,Married,3,4,Europe,Moselle,Metz,57000,3,100000,Yes,High,Warm High Value
18164,57,Woman,Bachelors,Management,Owner,Married,2,5,Europe,Hessen,Salzgitter,38231,3,120000,Yes,High,Warm High Value
18165,57,Man,Bachelors,Management,Owner,Married,3,5,Europe,England,Birmingham,B29 6SL,3,120000,No,High,Warm
18166,57,Man,Graduate Degree,Management,Owner,Married,2,5,Europe,England,Oxford,OX1,2,150000,Yes,High,Best
18167,58,Man,High School,Professional,Tenant,Married,2,1,Europe,Hamburg,Frankfurt am Main,60082,4,90000,Yes,High,Warm High Value
18168,41,Man,Partial College,Professional,Tenant,Single,3,5,Europe,England,Esher-Molesey,EM15,4,130000,Yes,High,Best
18169,54,Woman,High School,Professional,Owner,Single,2,2,Europe,Hessen,Berlin,12171,5,80000,No,High,Almost Lost
18170,59,Man,High School,Professional,Owner,Married,3,1,Europe,Bayern,Ingolstadt,85049,4,90000,No,High,Almost Lost
18171,59,Man,Partial College,Professional,Owner,Married,2,5,Europe,Saarland,Stuttgart,70511,4,110000,Yes,High,Win-back
18172,59,Man,High School,Professional,Owner,Married,3,5,Europe,England,Birmingham,B29 6SL,4,130000,No,High,Active
18173,59,Man,High School,Professional,Tenant,Single,3,5,Europe,England,London,SW6 SBY,4,130000,Yes,High,Best
18174,55,Woman,High School,Management,Owner,Married,3,1,Europe,Val de Marne,Orly,94310,4,90000,No,High,Almost Lost
18175,60,Woman,High School,Management,Tenant,Married,3,1,Europe,Seine (Paris),Paris,75007,4,90000,Yes,High,Warm High Value
18176,60,Man,Partial College,Management,Owner,Married,2,5,Europe,Nordrhein-Westfalen,Leipzig,04139,4,110000,Yes,High,Warm High Value
18177,54,Man,High School,Management,Owner,Married,3,5,Europe,England,London,SW1P 2NU,4,130000,Yes,High,Best
18178,60,Woman,Partial College,Management,Owner,Married,3,5,Europe,England,Reading,RG7 5H7,2,160000,No,High,Active
18179,61,Woman,High School,Management,Owner,Single,3,1,Europe,Seine (Paris),Paris,75010,5,80000,No,High,Almost Lost
18180,61,Man,High School,Management,Owner,Married,3,5,Europe,Hessen,Kassel,34117,4,120000,No,High,Cold
18181,55,Man,High School,Management,Owner,Married,4,5,Europe,England,London,E17 6JF,4,150000,No,High,Win-back
18182,62,Woman,Partial High School,Skilled Manual,Owner,Single,4,1,Europe,Saarland,Berlin,12311,4,90000,No,High,Almost Lost
18183,61,Woman,Partial High School,Skilled Manual,Owner,Married,4,1,Europe,Nordrhein-Westfalen,Paderborn,33098,4,90000,Yes,High,Warm High Value
18184,63,Man,Partial High School,Skilled Manual,Tenant,Married,2,0,Europe,Seine (Paris),Paris,75008,5,90000,No,High,Warm
18185,63,Woman,Partial High School,Professional,Tenant,Married,3,5,Europe,Nordrhein-Westfalen,Leipzig,04139,4,110000,Yes,High,Warm High Value
18186,63,Woman,Partial High School,Professional,Owner,Married,4,5,Europe,England,Newcastle upon Tyne,NT20,5,130000,No,High,Warm High Value
18187,63,Man,Bachelors,Professional,Tenant,Single,4,5,Europe,England,West Sussex,RH15 9UD,5,150000,No,High,Cold
18188,35,Man,Bachelors,Professional,Owner,Married,3,0,Pacific,Victoria,Warrnambool,3280,0,60000,Yes,Moderate,Warm High Value
18189,34,Woman,Bachelors,Professional,Owner,Married,2,0,Pacific,New South Wales,Silverwater,2264,0,70000,Yes,Unknown,Win-back
18190,35,Man,Bachelors,Professional,Tenant,Married,3,0,Pacific,South Australia,Findon,5023,0,70000,No,Unknown,Warm
18191,35,Woman,Bachelors,Professional,Owner,Married,2,0,Pacific,New South Wales,North Sydney,2055,0,80000,No,High,Active
18192,36,Man,Bachelors,Professional,Owner,Married,4,0,Pacific,New South Wales,North Sydney,2055,0,60000,No,Moderate,Win-back
18193,34,Man,Bachelors,Professional,Owner,Single,2,0,Pacific,New South Wales,Lavender Bay,2060,0,90000,Yes,High,Warm High Value
18194,36,Woman,Bachelors,Professional,Owner,Married,4,0,Pacific,South Australia,Perth,6006,0,70000,No,Unknown,Win-back
18195,30,Man,Bachelors,Professional,Owner,Married,4,0,Pacific,New South Wales,Lane Cove,1597,0,70000,No,Unknown,Active
18196,36,Man,High School,Management,Tenant,Married,2,5,Pacific,New South Wales,Coffs Harbour,2450,0,100000,Yes,High,Warm High Value
18197,36,Woman,Partial College,Management,Owner,Married,3,5,Pacific,New South Wales,Darlinghurst,2010,0,110000,No,High,Warm High Value
18198,36,Man,Partial High School,Professional,Owner,Single,4,5,Pacific,New South Wales,Darlinghurst,2010,5,120000,Yes,High,Warm High Value
18199,36,Woman,High School,Management,Owner,Single,4,5,Pacific,New South Wales,Malabar,2036,4,130000,No,High,Cold
18200,37,Man,Bachelors,Professional,Tenant,Married,3,0,Pacific,New South Wales,Port Macquarie,2444,0,90000,Yes,High,Warm High Value
18201,37,Woman,High School,Management,Owner,Married,2,5,Pacific,New South Wales,Port Macquarie,2444,0,100000,Yes,High,Warm High Value
18202,37,Woman,High School,Management,Tenant,Married,2,5,Pacific,Queensland,Townsville,4810,0,100000,Yes,High,Active High Value
18203,37,Man,High School,Management,Owner,Single,2,5,Pacific,New South Wales,Milsons Point,2061,0,100000,Yes,High,Best
18204,36,Woman,Partial High School,Professional,Owner,Married,4,5,Pacific,Queensland,Rockhampton,4700,0,120000,Yes,High,Best
18205,32,Woman,Bachelors,Professional,Owner,Married,3,0,Pacific,New South Wales,Port Macquarie,2444,0,90000,Yes,High,Win-back
18206,33,Man,High School,Management,Owner,Married,3,5,Pacific,New South Wales,Coffs Harbour,2450,0,100000,No,High,Win-back
18207,38,Man,High School,Management,Owner,Married,3,5,Pacific,New South Wales,Silverwater,2264,0,100000,Yes,High,Win-back
18208,39,Woman,Bachelors,Professional,Owner,Married,3,0,Pacific,New South Wales,Lavender Bay,2060,0,90000,Yes,High,Win-back
18209,38,Woman,High School,Management,Owner,Single,3,5,Pacific,New South Wales,Goulburn,2580,0,110000,Yes,High,Win-back
18210,33,Woman,High School,Management,Owner,Married,4,5,Pacific,New South Wales,Silverwater,2264,4,130000,Yes,High,Win-back
18211,38,Woman,High School,Management,Owner,Married,4,5,Pacific,Queensland,Caloundra,4551,4,130000,No,High,Win-back
18212,39,Man,Bachelors,Professional,Owner,Married,4,0,Pacific,New South Wales,St. Leonards,2065,0,90000,Yes,High,Win-back
18213,39,Woman,High School,Management,Owner,Single,3,5,Pacific,South Australia,Cloverdale,6105,0,100000,Yes,High,Win-back
18214,38,Man,High School,Management,Tenant,Married,4,5,Pacific,Victoria,Melbourne,3000,0,100000,Yes,High,Win-back
18215,40,Woman,Bachelors,Professional,Owner,Single,4,0,Pacific,Queensland,Rockhampton,4700,0,90000,No,High,Warm High Value
18216,34,Woman,Bachelors,Professional,Owner,Married,4,0,Pacific,Queensland,Townsville,4810,0,90000,No,High,Active
18217,40,Man,High School,Management,Owner,Married,4,5,Pacific,Queensland,Hawthorne,4171,0,110000,Yes,High,Win-back
18218,34,Man,High School,Management,Tenant,Married,4,5,Pacific,New South Wales,Wollongong,2500,0,110000,Yes,High,Win-back
18219,34,Woman,Partial High School,Professional,Owner,Married,4,5,Pacific,New South Wales,Wollongong,2500,0,120000,Yes,High,Win-back
18220,39,Man,Partial High School,Professional,Owner,Married,4,5,Pacific,Queensland,Brisbane,4000,0,110000,Yes,High,Win-back
18221,39,Man,Partial High School,Management,Tenant,Married,4,5,Pacific,Queensland,Hawthorne,4171,5,160000,No,High,Warm
18222,35,Woman,Bachelors,Management,Owner,Married,4,5,Pacific,New South Wales,St. Leonards,2065,0,130000,Yes,High,Win-back
18223,40,Man,Partial College,Professional,Owner,Married,3,5,North America,Oregon,Corvallis,97330,5,90000,No,High,Almost Lost
18224,46,Woman,Partial College,Professional,Tenant,Single,1,0,North America,Washington,Marysville,98270,0,90000,Yes,High,Warm
18225,46,Woman,Partial College,Professional,Tenant,Single,1,0,North America,Washington,Marysville,98270,0,90000,Yes,High,Active High Value
18226,45,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Seattle,98104,1,60000,Yes,Moderate,Warm
18227,38,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Lynnwood,98036,1,60000,Yes,Moderate,Warm
18228,50,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Santa Cruz,95062,1,60000,Yes,Moderate,Warm
18229,50,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Burlingame,94010,1,60000,Yes,Moderate,Warm
18230,45,Woman,Bachelors,Professional,Owner,Married,1,4,North America,California,Bellflower,90706,5,60000,No,Moderate,Novice
18231,51,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Berkeley,94704,2,80000,Yes,High,Novice
18232,41,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Novato,94947,1,80000,Yes,High,Novice
18233,52,Woman,Bachelors,Professional,Owner,Single,0,2,North America,Washington,Olympia,98501,3,60000,Yes,Moderate,Warm
18234,52,Woman,Bachelors,Professional,Owner,Married,1,0,North America,Washington,Sedro Woolley,98284,1,60000,Yes,Moderate,Warm
18235,41,Man,Graduate Degree,Professional,Owner,Married,2,4,North America,California,Beverly Hills,90210,5,70000,No,Unknown,Warm
18236,47,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Shawnee,V9B 5T2,5,80000,Yes,High,Warm
18237,41,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Cliffside,V8Y 1L1,5,80000,Yes,High,Warm
18238,40,Man,Graduate Degree,Management,Owner,Married,0,0,Pacific,Queensland,Caloundra,4551,1,90000,Yes,High,Win-back
18239,35,Woman,Graduate Degree,Management,Owner,Married,0,0,Pacific,New South Wales,Malabar,2036,1,90000,Yes,High,Win-back
18240,41,Man,Graduate Degree,Management,Owner,Married,0,0,Pacific,Victoria,Melton,3337,1,90000,Yes,High,Win-back
18241,41,Man,Graduate Degree,Management,Owner,Married,0,0,Pacific,New South Wales,Springwood,2777,1,90000,Yes,High,Win-back
18242,41,Woman,Graduate Degree,Management,Owner,Married,0,0,Pacific,New South Wales,Newcastle,2300,1,90000,Yes,High,Win-back
18243,35,Man,Graduate Degree,Management,Owner,Married,0,0,Pacific,New South Wales,Milsons Point,2061,1,90000,Yes,High,Win-back
18244,35,Woman,Graduate Degree,Management,Owner,Married,0,0,Pacific,Queensland,East Brisbane,4169,1,100000,Yes,High,Win-back
18245,42,Woman,Bachelors,Professional,Owner,Single,1,2,Pacific,Queensland,Brisbane,4000,2,60000,Yes,Moderate,Win-back
18246,39,Man,Bachelors,Professional,Owner,Married,0,0,Pacific,New South Wales,Springwood,2777,2,90000,Yes,High,Win-back
18247,42,Woman,Bachelors,Professional,Owner,Married,3,5,Pacific,Victoria,Melbourne,3000,5,70000,No,Unknown,Warm High Value
18248,41,Man,Graduate Degree,Management,Owner,Married,0,0,Pacific,Queensland,Caloundra,4551,1,110000,Yes,High,Win-back
18249,40,Woman,Graduate Degree,Management,Owner,Married,1,0,Pacific,South Australia,Perth,6006,1,120000,Yes,High,Win-back
18250,43,Man,Bachelors,Professional,Owner,Single,3,5,Pacific,Victoria,Geelong,3220,5,70000,Yes,Unknown,Win-back
18251,37,Man,Bachelors,Professional,Owner,Single,4,5,Pacific,Victoria,Geelong,3220,5,70000,Yes,Unknown,Win-back
18252,38,Man,Graduate Degree,Management,Owner,Married,3,5,Pacific,Victoria,Bendigo,3550,5,80000,Yes,High,Win-back
18253,44,Woman,Graduate Degree,Management,Owner,Married,3,5,Pacific,Victoria,Melbourne,3000,5,80000,No,High,Cold
18254,44,Man,Graduate Degree,Management,Owner,Single,0,0,Pacific,New South Wales,Lane Cove,1597,0,100000,Yes,High,Win-back
18255,39,Woman,Bachelors,Professional,Owner,Single,1,2,Pacific,Victoria,Geelong,3220,2,60000,Yes,Moderate,Win-back
18256,45,Man,Bachelors,Professional,Owner,Married,1,3,Pacific,Queensland,Brisbane,4000,3,60000,No,Moderate,Warm
18257,42,Woman,Bachelors,Professional,Owner,Married,4,5,Pacific,Victoria,Cranbourne,3977,5,70000,No,Unknown,Win-back
18258,37,Woman,Bachelors,Professional,Tenant,Single,1,0,Pacific,New South Wales,Matraville,2036,0,70000,No,Unknown,Warm High Value
18259,34,Woman,Bachelors,Professional,Tenant,Single,1,0,Pacific,Victoria,Melbourne,3000,0,70000,No,Unknown,Cold
18260,39,Woman,Bachelors,Professional,Tenant,Single,1,0,Pacific,Victoria,Warrnambool,3280,0,70000,Yes,Unknown,Win-back
18261,34,Woman,Bachelors,Professional,Tenant,Single,1,0,Pacific,South Australia,Perth,6006,0,70000,No,Unknown,Warm High Value
18262,46,Woman,Bachelors,Professional,Owner,Single,2,3,Pacific,New South Wales,Sydney,1002,3,60000,No,Moderate,Active
18263,41,Woman,Bachelors,Professional,Owner,Married,2,3,Pacific,New South Wales,Coffs Harbour,2450,3,60000,No,Moderate,Active
18264,46,Man,Bachelors,Professional,Owner,Single,3,4,Pacific,New South Wales,Darlinghurst,2010,4,60000,No,Moderate,Warm High Value
18265,41,Woman,Bachelors,Professional,Owner,Married,3,4,Pacific,New South Wales,North Sydney,2055,4,60000,No,Moderate,Warm
18266,47,Woman,Bachelors,Professional,Owner,Single,3,4,Pacific,Victoria,Melton,3337,4,60000,No,Moderate,Win-back
18267,47,Man,Bachelors,Professional,Owner,Married,2,2,Pacific,New South Wales,Goulburn,2580,3,60000,No,Moderate,Active
18268,47,Man,Bachelors,Professional,Owner,Married,2,2,Pacific,Victoria,South Melbourne,3205,3,60000,Yes,Moderate,Win-back
18269,42,Woman,Bachelors,Professional,Owner,Single,2,2,Pacific,Queensland,Hawthorne,4171,3,60000,Yes,Moderate,Warm High Value
18270,47,Woman,Bachelors,Professional,Tenant,Single,1,0,Pacific,New South Wales,Wollongong,2500,0,70000,No,Unknown,Cold
18271,36,Man,Bachelors,Professional,Tenant,Married,1,0,Pacific,New South Wales,North Sydney,2055,0,70000,No,Unknown,Active
18272,43,Woman,Bachelors,Professional,Owner,Married,0,3,Pacific,New South Wales,Lavender Bay,2060,3,90000,Yes,High,Win-back
18273,43,Woman,Bachelors,Professional,Owner,Married,0,4,Pacific,Victoria,Melbourne,3000,4,90000,Yes,High,Win-back
