CustomerKey,EnglishEducation,Gender,HouseOwner,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,YearlyIncome,Income category,ManagerialSegment
11654,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Win-back
21595,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Win-back
11822,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Win-back
23172,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Win-back
13709,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Novice
16085,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Win-back
26312,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Win-back
16213,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm High Value
15868,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Active
12886,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm High Value
26299,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Active High Value
16096,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm High Value
13756,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Win-back
15859,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm High Value
26304,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Active High Value
18677,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Win-back
14567,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Active
15293,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Active
23880,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Novice
11661,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Active
28680,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Warm
23851,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Warm
24800,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Warm
23293,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Warm
23852,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Warm
21694,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Warm
23295,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Warm
14877,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Warm
23849,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Warm
23247,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Warm
23843,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Warm
23856,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Warm
23877,Graduate Degree,Woman,Tenant,Married,0,0,North America,60000,Moderate,Warm
28361,Graduate Degree,Woman,Tenant,Married,0,0,North America,60000,Moderate,Warm
20008,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
18558,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
21605,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
23854,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
13863,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
16094,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
21587,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
18565,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
16092,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
24828,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
18562,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
18575,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
21599,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
23857,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
18559,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21606,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
13710,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
24801,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Warm
16093,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
19126,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
14573,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
18576,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
14569,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
18646,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
19138,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
11635,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
20781,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
26323,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
16072,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
14360,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
17587,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
23850,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
20783,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
20792,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
27113,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
23853,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
16075,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
24783,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
18563,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
20782,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
16960,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
23855,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21586,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
13763,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
12909,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
21596,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21695,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
16775,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
18684,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
12910,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
16769,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21719,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
14595,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
20738,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
11821,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
18645,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21598,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
19232,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
28681,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Warm
21622,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21588,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21607,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
15292,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
17872,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21722,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
23834,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Warm
17588,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
20692,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
24814,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Warm
20656,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Warm
21721,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
11648,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Warm
15857,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Warm
25413,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
27112,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Cold
21692,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
13757,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
24816,Graduate Degree,Woman,Tenant,Married,0,0,North America,60000,Moderate,Cold
15858,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Cold
17699,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Cold
25403,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
28801,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
14726,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Cold
23158,Graduate Degree,Woman,Tenant,Married,0,0,North America,60000,Moderate,Cold
23245,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
20070,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Cold
22264,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
23180,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
23292,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Cold
23246,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Cold
23173,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Cold
12416,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
20780,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17659,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
12877,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
16774,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
16217,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
25395,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
13761,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
14571,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
14369,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17561,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
17599,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
23183,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
16990,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
15486,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17578,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
12905,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
20646,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17598,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
11662,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
16773,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
18678,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
19123,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
17600,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
25402,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
19245,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
19116,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
14729,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
12451,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
20660,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
23181,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
14728,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
13876,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17688,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
22369,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
13864,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
11674,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
11804,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
12797,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
23165,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
20128,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17660,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
14372,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
27111,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
21718,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
12794,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Cold
15470,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
17614,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
11658,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
19118,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
24782,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
17602,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
12449,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
20647,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
24770,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
14593,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17562,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17577,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
19246,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
17560,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
23294,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
20645,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
16385,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
11800,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
14373,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
20661,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
15508,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
23156,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
23157,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
12528,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
23288,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
21621,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
14592,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
23145,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
28060,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
15522,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Cold
13874,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
25412,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Cold
13861,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Cold
28851,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27091,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
23184,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27102,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
28837,Graduate Degree,Woman,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
27257,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
28838,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
21691,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
24829,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
28669,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
26349,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
14878,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
27277,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
16249,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
27298,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
28850,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27077,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
29037,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
25387,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
28661,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
14921,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27286,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
16760,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27100,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
21720,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
21690,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
23244,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
23785,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
28803,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
23879,Graduate Degree,Woman,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
28836,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27297,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27269,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
12796,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
28663,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
21693,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
25381,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27258,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
28860,Graduate Degree,Man,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
26310,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
27069,Graduate Degree,Woman,Tenant,Married,0,0,North America,60000,Moderate,Almost Lost
27067,Graduate Degree,Woman,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
23784,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
25382,Graduate Degree,Man,Tenant,Single,0,0,North America,60000,Moderate,Almost Lost
28660,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
27292,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
12453,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
12457,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
13889,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
18570,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
12791,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
15869,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
27068,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
15870,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
28804,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
28649,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
15476,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
14568,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
27285,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
17122,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
27094,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
28659,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
27088,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
13892,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
20001,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
16248,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
26316,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
17120,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
20129,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
16384,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
27101,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
29354,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
17569,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
13868,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
28824,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
20009,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
15301,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
15487,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
11508,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
17121,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
16977,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
27276,Graduate Degree,Woman,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
18571,Graduate Degree,Man,Owner,Single,0,0,North America,60000,Moderate,Almost Lost
22334,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
21616,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
28827,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
18557,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
19981,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
28839,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
20073,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
12454,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
27090,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
22254,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
20125,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
18676,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
15485,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
19202,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
28805,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
18799,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
16953,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
27270,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
27263,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
26814,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
12908,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
20127,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
28852,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
27095,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
17390,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
12907,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
15469,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
14570,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
20779,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
28853,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
24817,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
27293,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
13872,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
17698,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
27256,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
25393,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
11649,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
20679,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
20691,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
18580,Graduate Degree,Woman,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
14920,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
17570,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
13759,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
27275,Graduate Degree,Man,Owner,Married,0,0,North America,60000,Moderate,Almost Lost
